没戏	没辙	0	0
只管	尽管	0.9253325963119925	0.6925086975097656
GDP	生产力	0.9109455328985286	0.7335937023162842
包袱	段子	0.3077204204125986	0.5332518815994263
由此	通过	0.9790470940016406	0.5927404165267944
日期	时间	0.8954586496504848	0.6406344175338745
爱面子	好高骛远	0	0
严厉	严谨	0.9513716975950943	0.7047548294067383
一方面	一边	0.9682316726714801	0.6268849968910217
托福	GRE	0	0
亏	幸亏	0.6907690505891776	0.8060930967330933
蹩脚	差强人意	0	0
容易	顺利	0.9453198169818535	0.4978892505168915
悲喜	大悲大喜	0	0
老气	土气	0	0
狭隘	狭窄	0.8633778926759871	0.874440610408783
抄袭	克隆	0.7855259373592627	0.7274792790412903
害臊	腼腆	0	0
幻境	红楼梦	0	0
依稀	清晰	0.9607322194519319	0.772283136844635
权限	权力	0.9409269868633519	0.8215689659118652
伟大	壮烈	0.9318812817491058	0.6561369299888611
娇艳	幽美	0	0
理解	理会	0.726080790719994	0.6960591077804565
酣睡	打鼾	0	0
自然	环境	0.9661293664539539	0.704140305519104
振兴	建设	0.9498268827044294	0.7364463806152344
节日	假日	0.7605646830866246	0.6745352745056152
的哥	司机	0	0
几乎	差点儿	0	0
江湖	红尘	0.6211387718905256	0.9048292636871338
路子	后门	0.666571477253242	0.6219052672386169
牛脾气	我行我素	0	0
物品	物质	0.9735648942660808	0.7596340775489807
塞车	拥挤	0.8404027495956826	0.8895370960235596
面	首	0.9288651901467123	0.6687602996826172
冷僻	晦涩	0	0
免费	便宜	0.9519213533548598	0.5904585719108582
发票	账单	0.7120958457661621	0.6607838273048401
回收站	垃圾篓	0	0
典型	代表	0.9455223778705032	0.5524810552597046
必须	必需	0.7032310104129249	0.6296315789222717
出神	发楞	0	0
琢磨	镂刻	0	0
身姿	身手	0.7358179488886405	0.892026960849762
质量	重量	0.9744672999973372	0.6684958934783936
事变	后院起火	0	0
大小	多少	0.916971004142192	0.6929876208305359
信物	证件	0	0
牺牲	粉身碎骨	0.7148841482517463	0.6023457646369934
豆蔻年华	黄金时代	0	0
血液	红细胞	0.7154950877121079	0.7237883806228638
硅谷	中关村	0.8728964470800793	0.8733495473861694
天赋	技能	0.8783158595147416	0.7198285460472107
酷	爽	0.1936986422214056	0.8582184314727783
旅客	驴友	0	0
隆重	重要	0.7615629006302275	0.49042707681655884
候选人	备胎	0	0
平凡	平庸	0.8978258497191186	0.7280110120773315
了不得	好	0.731676469689843	0.5131250619888306
鸣谢	酬答	0	0
线路	行程	0.8989468590734268	0.7320328950881958
多角度	多元化	0	0
要面子	虚荣心	-0.0005839727530907561	0.799176812171936
许可证	执照	0.8041823557299178	0.8217335343360901
是非	方圆	0.8405720360662198	0.7585232853889465
崛起	凸起	0	0
工作日	开放日	0	0
大	高	0.9926413393750408	0.5998948812484741
吸引力	地磁力	0	0
右翼	左派	0	0
和谐	平安	0.8686234918087898	0.6497073173522949
商标	符号	0.8412627981013499	0.7487010955810547
违纪	贪污	0.8755775121245563	0.8684899210929871
环境	生态	0.9824360296249642	0.8085429072380066
实践	进行	0.9225182279488711	0.5170844197273254
买卖	营销	0.9211169856868789	0.7257897257804871
合理	合理性	0.722925865407935	0.824504554271698
辛勤	夜以继日	0.8025582051406409	0.8219082951545715
手续	过程	0.8170923879296312	0.5510523915290833
渣	废品	0.6329625819735107	0.883037269115448
高峰	山巅	0	0
收费	缴纳	0.9285102283389556	0.8027554750442505
享受	大快朵颐	0	0
怯懦	胆小鬼	0	0
杂事	闲事	0.5541377192020583	0.815260112285614
言语	语言	0.7750705633195892	0.6502458453178406
借口	理由	0.8792973386799566	0.8410701155662537
与	以及	0.8432859015561269	0.6490563750267029
怯弱	狗熊	0	0
惠顾	照顾	0	0
迷人	气质	0.9309585585538406	0.9177079200744629
果粉	米粉	0	0
榜样	样子	0.8548130859787901	0.7380076050758362
愚钝	大智若愚	0	0
打假	扫黄	0.7276249790165044	0.8809990882873535
均衡	全面	0.9626116458100324	0.724554717540741
制约	收敛	0.7889110235079282	0.6203583478927612
经营者	纳税人	0.945336519115529	0.8669724464416504
瘦弱	苗条	0.8827096377472742	0.8799844980239868
前途	道路	0.9325494537676662	0.7592400312423706
遛弯	走路	0	0
爱心	慈善	0.887596503605079	0.593916118144989
光盘	硬盘	0.7873700297050562	0.7612574696540833
一体化	集成化	0	0
销魂	陶醉	0	0
光荣	流芳百世	0.5935169481911913	0.5850124955177307
观后感	影评	0	0
恼怒	愤慨	0.802421990942297	0.8819704651832581
帮助	赞助	0.9644326261894726	0.6699969172477722
拥戴	崇拜	0.8450601338999215	0.9135916829109192
扯淡	闲聊	0	0
旅程	旅行	0.8730309423685015	0.8646931052207947
男孩	小伙子	0.931626276098893	0.8693189024925232
见解	意见	0.9462078865049556	0.8101202249526978
穷苦	贫穷	0.6445126337193581	0.7530677914619446
生命	性命	0.8519104112423445	0.6238188147544861
滚蛋	滚开	0	0
维他命	维生素	0.8752439034464282	0.790483832359314
多元化	年轻化	0.4164517522287873	0.7013356685638428
宝贵	金子	0.8272837742511814	0.6582857370376587
结构	系统	0.9623283182084045	0.6512083411216736
玩偶	工具	0	0
丧失	失独	0	0
肚量	肚子	0.24349450981782197	0.6958584189414978
娇气	公主	0.3696216279022576	0.810961127281189
寒暑假	黄金周	0	0
笑料	活宝	0.5237884050545949	0.9015640616416931
百货	商场	0.9226288382164979	0.6656787991523743
信息化	智能化	0	0
茶道	茶叶	0.6671226983656774	0.8663369417190552
罪孽	犯人	0	0
感冒药	退烧药	0	0
难点	问题	0.8829269090959303	0.786047101020813
同事	朋友	0.9377053859716391	0.8617616295814514
名字	姓氏	0.7925964304415436	0.6929010152816772
网站	网页	0.8369240357242178	0.8577468395233154
名誉	名气	0.7560361215487909	0.4851619601249695
七情六欲	欲望	0.35103037248969543	0.7320951223373413
审理	问讯	0	0
工具	器具	0.8597765682807593	0.6800298094749451
意思	意义	0.9274534040307088	0.7127863764762878
优惠	降价	0.9064929636105473	0.7393764853477478
伴随	陪伴	0.8437312619271765	0.7802373170852661
尘垢	污秽	0.26349549717769205	0.9287856221199036
猫腻	阴谋诡计	0	0
吃醋	争风吃醋	0	0
软着陆	经济	0.5175387920672564	0.5342780947685242
生产力	创新	0.955015181749839	0.8759332299232483
上市	盈利	0.9723615657607846	0.8956204652786255
泼妇	女强人	0	0
载体	书本	0.8794016397413612	0.8023418188095093
地址	小区	0.8806596045044028	0.6736310720443726
价钱	票房	0.8749287266046291	0.8246014714241028
表彰	进步	0.9562877205102934	0.6341318488121033
理论	结论	0.824875534584937	0.7879133820533752
烦闷	失眠	0	0
亲人	敌人	0.9649597096639404	0.7994629740715027
跳槽	移动	0.8815626247881433	0.7722495198249817
饮酒	喝茶	0.9268777378478613	0.8327075242996216
财运	桃花运	0	0
女权	女性	0	0
一般	差	0.9661695204715879	0.799799382686615
赌局	扑克牌	0	0
宋	明	0.8909061843380478	0.7691754102706909
雾霾	阴天	0	0
程序	指令	0.9311423291252032	0.8280572891235352
关键字	关键	0	0
松驰	疲软	0	0
平等	平均	0.7865353953534046	0.27994534373283386
经营	张罗	0.7191025039526865	0.5227550864219666
客套	礼貌	0	0
利用	使用	0.9789304423288648	0.7356840968132019
审查	自纠自查	0	0
炖	焖	-0.003378775369406872	0.8702704310417175
喜欢	崇敬	0.9170762043228574	0.856657862663269
暗号	密码	0	0
规律	原理	0.9531269293174031	0.8732292652130127
轻率	鲁莽	0.5571838047065856	0.9064866900444031
